country,tourists,percentage,airplane,train,ship,car,month,year
Λοιπά κράτη Ασίας,9025,0.2477,6152,2,1011,1861,ΣΕΠΤ,2014
Αίγυπτος - Σουδάν,747,0.0205,747,0,0,0,ΣΕΠΤ,2014
Νοτιοαφρικανική Ενωση,4062,0.1115,4062,0,0,0,ΣΕΠΤ,2014
Λοιπά κράτη Αφρικής,0,0.0,0,0,0,0,ΣΕΠΤ,2014
Αργεντινή,4363,0.11975,3908,0,455,0,ΣΕΠΤ,2014
Βραζιλία,9388,0.2576,8882,0,505,0,ΣΕΠΤ,2014
Μεξικό,1558,0.04276,1558,0,0,0,ΣΕΠΤ,2014
Η.Π.Α.,100895,2.77,99468,0,1427,0,ΣΕΠΤ,2014
Καναδάς,19535,0.536,19282,0,253,0,ΣΕΠΤ,2014
Λοιπά κράτη Αμερικής,8444,0.2318,8444,0,0,0,ΣΕΠΤ,2014
Αυστραλία,36084,0.99,34151,0,1933,0,ΣΕΠΤ,2014
Λοιπά κράτη Ωκεανίας,4730,0.1298,4346,0,384,0,ΣΕΠΤ,2014
Αυστρία,25763,1.399,20612,4,3351,1796,ΟΚΤ,2014
Βέλγιο,21786,1.184,21032,0,754,0,ΟΚΤ,2014
Βουλγαρία,158490,8.61,1070,133,7822,149465,ΟΚΤ,2014
Γαλλία,125553,6.82,120780,0,4773,0,ΟΚΤ,2014
Γερμανία,364985,19.83,344632,24,10223,10105,ΟΚΤ,2014
Δανία,25178,1.368,25178,0,0,0,ΟΚΤ,2014
Εσθονία,3474,0.1887,3474,0,0,0,ΟΚΤ,2014
Ην. Βασίλειο,220976,12.01,216701,4,2474,1796,ΟΚΤ,2014
Ιρλανδία,5376,0.292,5222,0,154,0,ΟΚΤ,2014
Ισπανία,24462,1.329,23616,0,847,0,ΟΚΤ,2014
Ιταλία,64080,3.482,53773,0,10307,0,ΟΚΤ,2014
Κύπρος,34455,1.872,34140,0,315,0,ΟΚΤ,2014
Λεττονία,2809,0.1526,2809,0,0,0,ΟΚΤ,2014
Λιθουανία,3984,0.2164,3738,0,246,0,ΟΚΤ,2014
Λουξεμβούργο,1257,0.0683,1257,0,0,0,ΟΚΤ,2014
Μάλτα,0,0.0,0,0,0,0,ΟΚΤ,2014
Ολλανδία,71407,3.879,69525,0,1882,0,ΟΚΤ,2014
Ουγγαρία,4635,0.2517,1974,1,1279,1381,ΟΚΤ,2014
Πολωνία,24263,1.318,19468,4,648,4143,ΟΚΤ,2014
Πορτογαλία,2127,0.11554,1659,0,468,0,ΟΚΤ,2014
Ρουμανία,22681,1.232,1294,17,1420,19949,ΟΚΤ,2014
Σλοβακία,1373,0.0746,299,0,0,1074,ΟΚΤ,2014
Σλοβενία,0,0.0,0,0,0,0,ΟΚΤ,2014
Σουηδία,28703,1.56,28550,0,154,0,ΟΚΤ,2014
Τσεχία,22305,1.212,19053,0,0,3252,ΟΚΤ,2014
Φινλανδία,26113,1.419,25861,0,251,0,ΟΚΤ,2014
Αλβανία,27953,1.519,1987,2,157,25807,ΟΚΤ,2014
Ελβετία,60989,3.314,56003,0,4986,0,ΟΚΤ,2014
Νορβηγία,8676,0.4714,8475,0,201,0,ΟΚΤ,2014
Ισλανδία,0,0.0,0,0,0,0,ΟΚΤ,2014
Ρωσία,70806,3.848,68225,2,430,2148,ΟΚΤ,2014
Λοιπά Κράτη Ευρώπης,109116,5.93,8023,220,157,100715,ΟΚΤ,2014
Ιαπωνία,0,0.0,0,0,0,0,ΟΚΤ,2014
Ιράν,0,0.0,0,0,0,0,ΟΚΤ,2014
Ισραήλ,30375,1.65,30375,0,0,0,ΟΚΤ,2014
Κίνα,4646,0.2524,4646,0,0,0,ΟΚΤ,2014
Λίβανος - Συρία,2386,0.1296,2386,0,0,0,ΟΚΤ,2014
Ν. Κορέα,0,0.0,0,0,0,0,ΟΚΤ,2014
Τουρκία,81743,4.44,6753,2,3121,71867,ΟΚΤ,2014
Λοιπά κράτη Μ. Ανατολής,2097,0.1139,2097,0,0,0,ΟΚΤ,2014
Λοιπά κράτη Ασίας,6463,0.351,4800,0,589,1074,ΟΚΤ,2014
Αίγυπτος - Σουδάν,1679,0.09125,1679,0,0,0,ΟΚΤ,2014
Νοτιοαφρικανική Ενωση,995,0.05408,838,0,157,0,ΟΚΤ,2014
Λοιπά κράτη Αφρικής,2294,0.12463,2294,0,0,0,ΟΚΤ,2014
Αργεντινή,2215,0.12036,1913,0,302,0,ΟΚΤ,2014
Βραζιλία,6073,0.3298,5771,0,302,0,ΟΚΤ,2014
Μεξικό,2105,0.1144,2105,0,0,0,ΟΚΤ,2014
Η.Π.Α.,74737,4.06,73555,0,1181,0,ΟΚΤ,2014
Καναδάς,17948,0.975,17702,0,246,0,ΟΚΤ,2014
Λοιπά κράτη Αμερικής,8009,0.435,8009,0,0,0,ΟΚΤ,2014
Αυστραλία,11113,0.604,11113,0,0,0,ΟΚΤ,2014
Λοιπά κράτη Ωκεανίας,3406,0.185,3406,0,0,0,ΟΚΤ,2014
Αυστρία,4320,0.713,3871,0,448,0,ΙΑΝ,2015
Βέλγιο,1611,0.2659,1611,0,0,0,ΙΑΝ,2015
Βουλγαρία,145305,23.97,2033,120,9503,133650,ΙΑΝ,2015
Γαλλία,12008,1.981,10925,0,1083,0,ΙΑΝ,2015
Γερμανία,44172,7.29,38081,8,2143,3940,ΙΑΝ,2015
Δανία,1230,0.2029,1230,0,0,0,ΙΑΝ,2015
Εσθονία,0,0.0,0,0,0,0,ΙΑΝ,2015
Ην. Βασίλειο,33219,5.48,32244,0,975,0,ΙΑΝ,2015
Ιρλανδία,2824,0.466,2824,0,0,0,ΙΑΝ,2015
Ισπανία,2792,0.4607,2656,0,136,0,ΙΑΝ,2015
Ιταλία,34121,5.63,27172,0,6949,0,ΙΑΝ,2015
Κροατία,1054,0.1738,662,0,391,0,ΙΑΝ,2015
Κύπρος,18426,3.04,18426,0,0,0,ΙΑΝ,2015
Λεττονία,581,0.0959,581,0,0,0,ΙΑΝ,2015
Λιθουανία,836,0.138,836,0,0,0,ΙΑΝ,2015
Λουξεμβούργο,787,0.1298,787,0,0,0,ΙΑΝ,2015
Μάλτα,252,0.0416,252,0,0,0,ΙΑΝ,2015
Ολλανδία,6736,1.111,6568,0,169,0,ΙΑΝ,2015
Ουγγαρία,3684,0.608,206,3,0,3475,ΙΑΝ,2015
Πολωνία,7541,1.244,1667,5,367,5502,ΙΑΝ,2015
Πορτογαλία,442,0.07294,442,0,0,0,ΙΑΝ,2015
Ρουμανία,42247,6.97,1193,34,1634,39385,ΙΑΝ,2015
Σλοβακία,0,0.0,0,0,0,0,ΙΑΝ,2015
Σλοβενία,1214,0.2002,847,0,367,0,ΙΑΝ,2015
Σουηδία,2652,0.4375,2652,0,0,0,ΙΑΝ,2015
Τσεχία,1680,0.277,666,0,0,1014,ΙΑΝ,2015
Φινλανδία,709,0.11694,709,0,0,0,ΙΑΝ,2015
Αλβανία,41404,6.832,606,0,196,40602,ΙΑΝ,2015
Ελβετία,6479,1.069,5973,0,506,0,ΙΑΝ,2015
Νορβηγία,1696,0.2798,1696,0,0,0,ΙΑΝ,2015
Ισλανδία,0,0.0,0,0,0,0,ΙΑΝ,2015
ΠΓΔΜ,66400,10.95,0,136,0,66265,ΙΑΝ,2015
Ρωσία,3302,0.545,3302,0,0,0,ΙΑΝ,2015
Σερβία,10708,1.767,0,20,0,10688,ΙΑΝ,2015
Λοιπά Κράτη Ευρώπης,8419,1.389,5227,4,0,3188,ΙΑΝ,2015
Ιαπωνία,252,0.0416,252,0,0,0,ΙΑΝ,2015
Ιράν,531,0.0876,252,0,279,0,ΙΑΝ,2015
Ισραήλ,2635,0.4346,2635,0,0,0,ΙΑΝ,2015
Κίνα,3759,0.62,3759,0,0,0,ΙΑΝ,2015
Λίβανος - Συρία,2259,0.3728,2259,0,0,0,ΙΑΝ,2015
Ν. Κορέα,303,0.05002,303,0,0,0,ΙΑΝ,2015
Τουρκία,48630,8.02,5261,0,2242,41127,ΙΑΝ,2015
Λοιπά κράτη Μ. Ανατολής,5891,0.972,5891,0,0,0,ΙΑΝ,2015
Λοιπά κράτη Ασίας,3334,0.55,2320,0,0,1014,ΙΑΝ,2015
Αίγυπτος - Σουδάν,2239,0.3694,2044,0,196,0,ΙΑΝ,2015
Νοτιοαφρικανική Ενωση,0,0.0,0,0,0,0,ΙΑΝ,2015
Λοιπά κράτη Αφρικής,778,0.1284,778,0,0,0,ΙΑΝ,2015
Αργεντινή,1621,0.2673,1621,0,0,0,ΙΑΝ,2015
Βραζιλία,2238,0.3691,2238,0,0,0,ΙΑΝ,2015
Μεξικό,1106,0.1825,1106,0,0,0,ΙΑΝ,2015
Η.Π.Α.,15413,2.543,15413,0,0,0,ΙΑΝ,2015
Καναδάς,2665,0.4397,2355,0,310,0,ΙΑΝ,2015
Λοιπά κράτη Αμερικής,910,0.1501,910,0,0,0,ΙΑΝ,2015
Αυστραλία,2423,0.4,2284,0,139,0,ΙΑΝ,2015
Λοιπά κράτη Ωκεανίας,298,0.0492,298,0,0,0,ΙΑΝ,2015
Αυστρία,2760,0.542,2609,0,151,0,ΦΕΒ,2015
Βέλγιο,919,0.1805,870,0,49,0,ΦΕΒ,2015
Βουλγαρία,127527,25.05,3585,89,8779,115074,ΦΕΒ,2015
Γαλλία,10926,2.146,10238,0,688,0,ΦΕΒ,2015
Γερμανία,25309,4.97,22561,0,1691,1056,ΦΕΒ,2015
Δανία,257,0.0504,257,0,0,0,ΦΕΒ,2015
Εσθονία,0,0.0,0,0,0,0,ΦΕΒ,2015
Ην. Βασίλειο,32736,6.43,32638,0,98,0,ΦΕΒ,2015
Ιρλανδία,953,0.1873,953,0,0,0,ΦΕΒ,2015
Ισπανία,1785,0.3506,1451,0,334,0,ΦΕΒ,2015
Ιταλία,16152,3.172,12636,0,3515,0,ΦΕΒ,2015
Κροατία,684,0.1343,684,0,0,0,ΦΕΒ,2015
Κύπρος,29845,5.863,29761,0,84,0,ΦΕΒ,2015
Λεττονία,469,0.0921,469,0,0,0,ΦΕΒ,2015
Λιθουανία,1428,0.2805,0,0,660,768,ΦΕΒ,2015
Λουξεμβούργο,49,0.00965,0,0,49,0,ΦΕΒ,2015
Μάλτα,153,0.0301,0,0,153,0,ΦΕΒ,2015
Ολλανδία,3455,0.6787,2843,0,612,0,ΦΕΒ,2015
Ουγγαρία,275,0.054,0,0,275,0,ΦΕΒ,2015
Πολωνία,4706,0.9243,0,3,1119,3584,ΦΕΒ,2015
Πορτογαλία,279,0.05472,229,0,49,0,ΦΕΒ,2015
Ρουμανία,29100,5.715,6271,16,1437,21376,ΦΕΒ,2015
Σλοβακία,0,0.0,0,0,0,0,ΦΕΒ,2015
Σλοβενία,368,0.0722,0,0,368,0,ΦΕΒ,2015
Σουηδία,462,0.09076,413,0,49,0,ΦΕΒ,2015
Τσεχία,2515,0.494,447,1,275,1792,ΦΕΒ,2015
Φινλανδία,808,0.1587,808,0,0,0,ΦΕΒ,2015
Αλβανία,36092,7.09,645,0,0,35447,ΦΕΒ,2015
Ελβετία,9950,1.954,9950,0,0,0,ΦΕΒ,2015
Νορβηγία,731,0.1437,731,0,0,0,ΦΕΒ,2015
Ισλανδία,0,0.0,0,0,0,0,ΦΕΒ,2015
ΠΓΔΜ,63853,12.54,262,111,0,63479,ΦΕΒ,2015
Ρωσία,3576,0.702,3576,0,0,0,ΦΕΒ,2015
Σερβία ,5557,1.092,1253,7,0,4296,ΦΕΒ,2015
Λοιπά Κράτη Ευρώπης,5577,1.095,4599,1,117,859,ΦΕΒ,2015
Ιαπωνία,477,0.09375,477,0,0,0,ΦΕΒ,2015
Ιράν,0,0.0,0,0,0,0,ΦΕΒ,2015
Ισραήλ,3788,0.744,3788,0,0,0,ΦΕΒ,2015
Κίνα,4354,0.855,4354,0,0,0,ΦΕΒ,2015
Λίβανος - Συρία,0,0.0,0,0,0,0,ΦΕΒ,2015
Ν. Κορέα,215,0.0422,215,0,0,0,ΦΕΒ,2015
Τουρκία,56525,11.1,13558,0,1817,41151,ΦΕΒ,2015
Λοιπά κράτη Μ. Ανατολής,684,0.1343,684,0,0,0,ΦΕΒ,2015
Λοιπά κράτη Ασίας,2887,0.567,2803,0,84,0,ΦΕΒ,2015
Αίγυπτος - Σουδάν,2413,0.4739,2413,0,0,0,ΦΕΒ,2015
Νοτιοαφρικανική Ενωση,235,0.04605,235,0,0,0,ΦΕΒ,2015
Λοιπά κράτη Αφρικής,262,0.0515,262,0,0,0,ΦΕΒ,2015
Αργεντινή,756,0.1484,756,0,0,0,ΦΕΒ,2015
Βραζιλία,1121,0.2201,1121,0,0,0,ΦΕΒ,2015
Μεξικό,873,0.1715,873,0,0,0,ΦΕΒ,2015
Η.Π.Α.,7753,1.522,7753,0,0,0,ΦΕΒ,2015
Καναδάς,1713,0.3364,1713,0,0,0,ΦΕΒ,2015
Λοιπά κράτη Αμερικής,2190,0.4302,2190,0,0,0,ΦΕΒ,2015
Αυστραλία,3060,0.601,3060,0,0,0,ΦΕΒ,2015
Λοιπά κράτη Ωκεανίας,624,0.12256,624,0,0,0,ΦΕΒ,2015
Αυστρία,2221,0.3623,1294,0,39,888,ΜΑΡ,2015
Βέλγιο,641,0.1046,641,0,0,0,ΜΑΡ,2015
Βουλγαρία,157255,25.66,355,130,7317,149453,ΜΑΡ,2015
Γαλλία,13039,2.127,11696,0,1343,0,ΜΑΡ,2015
Γερμανία,41848,6.824,35189,4,3518,3138,ΜΑΡ,2015
Δανία,799,0.1304,799,0,0,0,ΜΑΡ,2015
Εσθονία,0,0.0,0,0,0,0,ΜΑΡ,2015
Ην. Βασίλειο,34913,5.695,34536,0,377,0,ΜΑΡ,2015
Ιρλανδία,806,0.1315,806,0,0,0,ΜΑΡ,2015
Ισπανία,4277,0.6978,3806,0,471,0,ΜΑΡ,2015
Ιταλία,29663,4.84,18049,0,10472,1142,ΜΑΡ,2015
Κροατία,419,0.0683,265,0,153,0,ΜΑΡ,2015
Κύπρος,22160,3.615,22061,0,99,0,ΜΑΡ,2015
Λεττονία,630,0.1028,302,0,328,0,ΜΑΡ,2015
Λιθουανία,1567,0.2556,294,0,1273,0,ΜΑΡ,2015
Λουξεμβούργο,0,0.0,0,0,0,0,ΜΑΡ,2015
Μάλτα,355,0.05786,355,0,0,0,ΜΑΡ,2015
Ολλανδία,7512,1.226,5480,0,2032,0,ΜΑΡ,2015
Ουγγαρία,542,0.08844,246,0,296,0,ΜΑΡ,2015
Πολωνία,3656,0.596,709,2,153,2791,ΜΑΡ,2015
Πορτογαλία,4388,0.716,794,3,39,3552,ΜΑΡ,2015
Ρουμανία,24809,4.047,4844,15,1554,18396,ΜΑΡ,2015
Σλοβακία,888,0.1449,0,0,0,888,ΜΑΡ,2015
Σλοβενία,0,0.0,0,0,0,0,ΜΑΡ,2015
Σουηδία,2655,0.433,2616,0,39,0,ΜΑΡ,2015
Τσεχία,99,0.01611,0,0,99,0,ΜΑΡ,2015
Φινλανδία,1201,0.1959,1201,0,0,0,ΜΑΡ,2015
Αλβανία,34488,5.625,294,0,0,34194,ΜΑΡ,2015
Ελβετία,11934,1.946,11737,0,197,0,ΜΑΡ,2015
Νορβηγία,862,0.1405,862,0,0,0,ΜΑΡ,2015
Ισλανδία,0,0.0,0,0,0,0,ΜΑΡ,2015
ΠΓΔΜ,65450,10.67,0,82,469,64899,ΜΑΡ,2015
Ρωσία,1674,0.273,1291,0,383,0,ΜΑΡ,2015
Σερβία ,7563,1.233,869,7,271,6417,ΜΑΡ,2015
Λοιπά Κράτη Ευρώπης,5702,0.93,3132,2,271,2297,ΜΑΡ,2015
Ιαπωνία,185,0.03023,0,0,185,0,ΜΑΡ,2015
Ιράν,302,0.0492,302,0,0,0,ΜΑΡ,2015
Ισραήλ,4250,0.6934,4250,0,0,0,ΜΑΡ,2015
Κίνα,2808,0.458,2808,0,0,0,ΜΑΡ,2015
Λίβανος - Συρία,1675,0.2732,1675,0,0,0,ΜΑΡ,2015
Ν. Κορέα,632,0.103,478,0,153,0,ΜΑΡ,2015
Τουρκία,76592,12.49,10848,0,3024,62720,ΜΑΡ,2015
Λοιπά κράτη Μ. Ανατολής,3179,0.5186,3179,0,0,0,ΜΑΡ,2015
Λοιπά κράτη Ασίας,3012,0.4912,3012,0,0,0,ΜΑΡ,2015
Αίγυπτος - Σουδάν,773,0.126,773,0,0,0,ΜΑΡ,2015
Νοτιοαφρικανική Ενωση,0,0.0,0,0,0,0,ΜΑΡ,2015
Λοιπά κράτη Αφρικής,0,0.0,0,0,0,0,ΜΑΡ,2015
Αργεντινή,2174,0.3547,2174,0,0,0,ΜΑΡ,2015
Βραζιλία,3318,0.541,3318,0,0,0,ΜΑΡ,2015
Μεξικό,0,0.0,0,0,0,0,ΜΑΡ,2015
Η.Π.Α.,24532,4.0,23459,0,1074,0,ΜΑΡ,2015
Καναδάς,2208,0.36,2208,0,0,0,ΜΑΡ,2015
Λοιπά κράτη Αμερικής,2158,0.352,2158,0,0,0,ΜΑΡ,2015
Αυστραλία,975,0.1589,975,0,0,0,ΜΑΡ,2015
Λοιπά κράτη Ωκεανίας,302,0.0492,302,0,0,0,ΜΑΡ,2015
Αυστρία,11206,1.199,10152,0,1054,0,ΑΠΡ,2015
Βέλγιο,22326,2.39,22128,0,199,0,ΑΠΡ,2015
Βουλγαρία,154177,16.5,1003,124,8242,144809,ΑΠΡ,2015
Γαλλία,49585,5.31,47162,0,2424,0,ΑΠΡ,2015
Γερμανία,91500,9.8,79744,0,4899,6857,ΑΠΡ,2015
Δανία,3032,0.3245,3032,0,0,0,ΑΠΡ,2015
Εσθονία,773,0.08276,773,0,0,0,ΑΠΡ,2015
Ην. Βασίλειο,88587,9.484,86640,0,1947,0,ΑΠΡ,2015
Ιρλανδία,683,0.0731,407,0,277,0,ΑΠΡ,2015
Ισπανία,4159,0.445,4066,0,92,0,ΑΠΡ,2015
Ιταλία,35844,3.836,28726,0,7117,0,ΑΠΡ,2015
Κροατία,3082,0.3298,2916,0,166,0,ΑΠΡ,2015
Κύπρος,37165,3.979,36979,0,185,0,ΑΠΡ,2015
Λεττονία,3092,0.331,3092,0,0,0,ΑΠΡ,2015
Λιθουανία,306,0.0327,0,0,0,306,ΑΠΡ,2015
Λουξεμβούργο,1576,0.1687,1576,0,0,0,ΑΠΡ,2015
Μάλτα,1786,0.1912,1786,0,0,0,ΑΠΡ,2015
Ολλανδία,17848,1.91,17309,0,539,0,ΑΠΡ,2015
Ουγγαρία,3550,0.38,2220,0,442,888,ΑΠΡ,2015
Πολωνία,9948,1.064,4169,5,0,5775,ΑΠΡ,2015
Πορτογαλία,1490,0.1595,1490,0,0,0,ΑΠΡ,2015
Ρουμανία,32057,3.432,4884,22,1388,25764,ΑΠΡ,2015
Σλοβακία,583,0.0624,409,0,174,0,ΑΠΡ,2015
Σλοβενία,252,0.02702,0,0,252,0,ΑΠΡ,2015
Σουηδία,7648,0.819,7648,0,0,0,ΑΠΡ,2015
Τσεχία,6239,0.668,3572,2,0,2665,ΑΠΡ,2015
Φινλανδία,1197,0.128,1197,0,0,0,ΑΠΡ,2015
Αλβανία,45532,4.875,1786,2,351,43393,ΑΠΡ,2015
Ελβετία,20070,2.148,18618,0,1453,0,ΑΠΡ,2015
Νορβηγία,1272,0.1362,1272,0,0,0,ΑΠΡ,2015
Ισλανδία,0,0.0,0,0,0,0,ΑΠΡ,2015
ΠΓΔΜ,80388,8.6,0,1,718,79669,ΑΠΡ,2015
Ρωσία,11830,1.267,10942,0,0,888,ΑΠΡ,2015
Σερβία ,11048,1.183,2531,2,698,7816,ΑΠΡ,2015
Λοιπά Κράτη Ευρώπης,6362,0.681,2361,3,0,3998,ΑΠΡ,2015
Ιαπωνία,821,0.0878,821,0,0,0,ΑΠΡ,2015
Ιράν,0,0.0,0,0,0,0,ΑΠΡ,2015
Ισραήλ,9603,1.028,9603,0,0,0,ΑΠΡ,2015
Κίνα,4412,0.4724,4412,0,0,0,ΑΠΡ,2015
Λίβανος - Συρία,2390,0.2559,2390,0,0,0,ΑΠΡ,2015
Ν. Κορέα,411,0.04404,411,0,0,0,ΑΠΡ,2015
Τουρκία,70181,7.51,7015,0,3193,59973,ΑΠΡ,2015
Λοιπά κράτη Μ. Ανατολής,1849,0.1979,1849,0,0,0,ΑΠΡ,2015
Λοιπά κράτη Ασίας,3367,0.3604,3367,0,0,0,ΑΠΡ,2015
Αίγυπτος - Σουδάν,1229,0.1316,1229,0,0,0,ΑΠΡ,2015
Νοτιοαφρικανική Ενωση,723,0.07745,723,0,0,0,ΑΠΡ,2015
Λοιπά κράτη Αφρικής,1194,0.1278,1194,0,0,0,ΑΠΡ,2015
Αργεντινή,869,0.093,869,0,0,0,ΑΠΡ,2015
Βραζιλία,3590,0.3843,3590,0,0,0,ΑΠΡ,2015
Μεξικό,2601,0.2783,2601,0,185,0,ΑΠΡ,2015
Η.Π.Α.,42112,4.508,41749,0,363,0,ΑΠΡ,2015
Καναδάς,8517,0.9116,8331,0,0,0,ΑΠΡ,2015
Λοιπά κράτη Αμερικής,2409,0.2578,2409,0,0,0,ΑΠΡ,2015
Αυστραλία,10742,1.149,9851,0,892,0,ΑΠΡ,2015
Λοιπά κράτη Ωκεανίας,1023,0.1095,873,0,150,0,ΑΠΡ,2015
Αυστρία,27173,1.453,26806,0,367,0,ΜΑΙ,2015
Βέλγιο,36576,1.956,36348,0,228,0,ΜΑΙ,2015
Βουλγαρία,155404,8.31,0,116,9218,146070,ΜΑΙ,2015
Γαλλία,174873,9.35,171649,0,3224,0,ΜΑΙ,2015
Γερμανία,266196,14.234,253785,0,5624,6787,ΜΑΙ,2015
Δανία,16749,0.8955,16749,0,0,0,ΜΑΙ,2015
Εσθονία,4284,0.229,3210,0,0,1074,ΜΑΙ,2015
Ην. Βασίλειο,257700,13.78,255451,0,974,1274,ΜΑΙ,2015
Ιρλανδία,8309,0.4443,8309,0,0,0,ΜΑΙ,2015
Ισπανία,7444,0.398,7123,0,321,0,ΜΑΙ,2015
Ιταλία,65232,3.488,59547,0,5686,0,ΜΑΙ,2015
Κροατία,1576,0.0843,1245,0,331,0,ΜΑΙ,2015
Κύπρος,46383,2.48,46144,0,238,0,ΜΑΙ,2015
Λεττονία,6407,0.3425,2623,3,253,3529,ΜΑΙ,2015
Λιθουανία,6910,0.3694,6910,0,0,0,ΜΑΙ,2015
Λουξεμβούργο,1971,0.10535,1971,0,0,0,ΜΑΙ,2015
Μάλτα,1315,0.0703,1315,0,0,0,ΜΑΙ,2015
Ολλανδία,84045,4.492,82700,0,1345,0,ΜΑΙ,2015
Ουγγαρία,6807,0.364,498,4,781,5524,ΜΑΙ,2015
Πολωνία,36218,1.937,29768,5,0,6444,ΜΑΙ,2015
Πορτογαλία,563,0.03008,563,0,0,0,ΜΑΙ,2015
Ρουμανία,29527,1.579,3213,20,1284,25010,ΜΑΙ,2015
Σλοβακία,2420,0.1294,2420,0,0,0,ΜΑΙ,2015
Σλοβενία,1670,0.0893,0,0,238,1431,ΜΑΙ,2015
Σουηδία,44233,2.365,44081,0,151,0,ΜΑΙ,2015
Τσεχία,9130,0.4883,9130,0,0,0,ΜΑΙ,2015
Φινλανδία,13050,0.6978,13050,0,0,0,ΜΑΙ,2015
Αλβανία,26061,1.394,647,0,0,25415,ΜΑΙ,2015
Ελβετία,27057,1.446,25992,0,1065,0,ΜΑΙ,2015
Νορβηγία,26187,1.4,26068,0,119,0,ΜΑΙ,2015
Ισλανδία,0,0.0,0,0,0,0,ΜΑΙ,2015
ΠΓΔΜ,123907,6.625,0,26,110,123770,ΜΑΙ,2015
Ρωσία,35654,1.906,30740,4,0,4910,ΜΑΙ,2015
Λοιπά Κράτη Ευρώπης,15390,0.8228,2785,8,732,11865,ΜΑΙ,2015
Ιαπωνία,1719,0.0919,1719,0,0,0,ΜΑΙ,2015
Ιράν,0,0.0,0,0,0,0,ΜΑΙ,2015
Ισραήλ,7903,0.4226,7903,0,0,0,ΜΑΙ,2015
Κίνα,6077,0.325,6077,0,0,0,ΜΑΙ,2015
Λίβανος - Συρία,0,0.0,0,0,0,0,ΜΑΙ,2015
Ν. Κορέα,1605,0.0858,1605,0,0,0,ΜΑΙ,2015
Τουρκία,93740,5.01,6120,1,3801,83818,ΜΑΙ,2015
Λοιπά κράτη Μ. Ανατολής,6723,0.3594,6723,0,0,0,ΜΑΙ,2015
Λοιπά κράτη Ασίας,9762,0.522,9652,0,110,0,ΜΑΙ,2015
Αίγυπτος - Σουδάν,992,0.05304,992,0,0,0,ΜΑΙ,2015
Νοτιοαφρικανική Ενωση,2657,0.1421,2657,0,0,0,ΜΑΙ,2015
Λοιπά κράτη Αφρικής,861,0.04605,861,0,0,0,ΜΑΙ,2015
Αργεντινή,6262,0.3347,6262,0,0,0,ΜΑΙ,2015
Βραζιλία,5421,0.2898,5421,0,0,0,ΜΑΙ,2015
Μεξικό,1456,0.0779,1456,0,0,0,ΜΑΙ,2015
Η.Π.Α.,79731,4.26,79620,0,110,0,ΜΑΙ,2015
Καναδάς,23287,1.245,23176,0,110,0,ΜΑΙ,2015
Λοιπά κράτη Αμερικής,2798,0.1497,1724,0,0,1074,ΜΑΙ,2015
Αυστραλία,15826,0.846,15826,0,0,0,ΜΑΙ,2015
Λοιπά κράτη Ωκεανίας,2788,0.149,2457,0,331,0,ΜΑΙ,2015
Αυστρία,38058,1.255,36052,0,2006,0,ΙΟΥΝ,2015
Βέλγιο,56980,1.879,56613,0,367,0,ΙΟΥΝ,2015
Βουλγαρία,193596,6.383,292,163,8295,184845,ΙΟΥΝ,2015
Γαλλία,203048,6.695,197441,0,2731,2876,ΙΟΥΝ,2015
Γερμανία,412475,13.6,391802,13,7374,13286,ΙΟΥΝ,2015
Δανία,35289,1.163,35037,0,252,0,ΙΟΥΝ,2015
Εσθονία,2774,0.09143,2774,0,0,0,ΙΟΥΝ,2015
Ην. Βασίλειο,373343,12.31,371582,0,1761,0,ΙΟΥΝ,2015
Ιρλανδία,12023,0.3965,11787,0,236,0,ΙΟΥΝ,2015
Ισπανία,6266,0.2065,6177,0,88,0,ΙΟΥΝ,2015
Ιταλία,119714,3.947,110102,0,9612,0,ΙΟΥΝ,2015
Κροατία,1188,0.03915,1188,0,0,0,ΙΟΥΝ,2015
Κύπρος,36115,1.19,36115,0,0,0,ΙΟΥΝ,2015
Λεττονία,4016,0.1324,4016,0,0,0,ΙΟΥΝ,2015
Λιθουανία,9972,0.3289,9711,0,261,0,ΙΟΥΝ,2015
Λουξεμβούργο,1235,0.0407,1235,0,0,0,ΙΟΥΝ,2015
Μάλτα,112,0.003685,112,0,0,0,ΙΟΥΝ,2015
Ολλανδία,111217,3.668,109591,0,1626,0,ΙΟΥΝ,2015
Ουγγαρία,13972,0.4607,9631,4,438,3899,ΙΟΥΝ,2015
Πολωνία,125917,4.152,112250,12,222,13434,ΙΟΥΝ,2015
Πορτογαλία,0,0.0,0,0,0,0,ΙΟΥΝ,2015
Ρουμανία,55896,1.843,15408,34,1295,39159,ΙΟΥΝ,2015
Σλοβακία,25743,0.8486,23054,2,0,2687,ΙΟΥΝ,2015
Σλοβενία,746,0.02458,524,0,222,0,ΙΟΥΝ,2015
Σουηδία,60010,1.979,60010,0,0,0,ΙΟΥΝ,2015
Τσεχία,52912,1.744,52912,0,0,0,ΙΟΥΝ,2015
Φινλανδία,24367,0.803,24367,0,0,0,ΙΟΥΝ,2015
Αλβανία,38018,1.254,1700,0,0,36319,ΙΟΥΝ,2015
Ελβετία,45886,1.513,41567,0,4319,0,ΙΟΥΝ,2015
Νορβηγία,30427,1.003,30427,0,0,0,ΙΟΥΝ,2015
Ισλανδία,403,0.013275,403,0,0,0,ΙΟΥΝ,2015
